website,link,price_crawled,price_DOP,title,rooms,bathrooms,location_crawled,sector,province,condition,current_use,square_footage,floor,elevator,buildable,construction_year,amenities,amount_amenities
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303228/,"US$ 1,400/Mes",76384.0,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,125.0,0.0,1.0,0,nan,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza,13.0,https://img.supercasas.com/AdsPhotos/800x600/0/9042775.jpg,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-ensanche-paraiso/1304871/,"US$ 1,000/Mes",54560.0,Ensanche Para�so,2.0,2.0,"Ensanche Para�so, Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,120.0,6.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Lobby-Planta El�ctrica-Seguridad 24 Horas,7.0,https://img.supercasas.com/AdsPhotos/800x600/0/9060901.jpg,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-ciudad-modelo/1298289/,US$ 850/Mes,46376.0,Ciudad Modelo,3.0,2.5,"Ciudad Modelo, Santo Domingo Norte, Santo Domingo",Santo Domingo Norte,Santo Domingo,Segundo Uso,Residencial,140.0,0.0,2.0,0,nan,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Control de Acceso-Estar Familiar-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,14.0,https://img.supercasas.com/AdsPhotos/800x600/0/8991604.jpg,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1304276/,"US$ 2,100/Mes",114576.0,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,135.0,0.0,2.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Shutters-Terraza-Walk In Closet,17.0,https://img.supercasas.com/AdsPhotos/800x600/0/9054507.jpg,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1302641/,"US$ 1,400/Mes",76384.0,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,150.0,7.0,2.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Shutters-Walk In Closet,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/9036518.jpg,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-norte/1300116/,"US$ 1,050/Mes",57288.0,Mirador Norte,3.0,2.5,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,185.0,5.0,1.0,0,nan,1/2 Ba�o-Agua Potable-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Lobby-Planta El�ctrica-Seguridad 24 Horas-Vestidores,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/9010969.jpg,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-ensanche-paraiso/1302191/,"US$ 1,700/Mes",92752.0,Ensanche Para�so,3.0,3.0,"Ensanche Para�so, Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,173.0,5.0,1.0,0,nan,Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas,9.0,https://img.supercasas.com/AdsPhotos/800x600/0/9031560.jpg,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1302779/,US$ 900/Mes,49104.0,Evaristo Morales,2.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,140.0,0.0,1.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Lobby-Planta El�ctrica-Seguridad 24 Horas,9.0,https://img.supercasas.com/AdsPhotos/800x600/0/9038048.jpg,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-miramar/1303431/,"US$ 1,100/Mes",60016.0,Miramar,3.0,2.5,"Miramar, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,170.0,0.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Cisterna-Cuarto de Servicio-Family Room-Patio,6.0,https://img.supercasas.com/AdsPhotos/800x600/0/9045019.jpg,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1298911/,"US$ 1,800/Mes",98208.0,Gazcue,3.0,2.0,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,205.0,14.0,3.0,0,nan,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza,15.0,https://img.supercasas.com/AdsPhotos/800x600/0/8998172.jpg,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-restauradores/1304864/,"RD$ 48,000/Mes",46145.144494309556,Los Restauradores,3.0,2.5,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,143.0,1.0,1.0,0,nan,Ascensor-Balc�n-Cuarto de Servicio,3.0,https://img.supercasas.com/AdsPhotos/800x600/0/9060833.jpg,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303307/,"US$ 3,000/Mes",163680.0,La Esperilla,3.0,3.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,193.0,5.0,1.0,0,2023.0,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Control de Acceso-Cuarto de Servicio-Family Room-Gimnasio-Lobby-Picuzzi-Planta El�ctrica-Seguridad 24 Horas-Terraza-Walk In Closet,16.0,https://img.supercasas.com/AdsPhotos/800x600/0/9043629.jpg,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1294851/,"US$ 1,700/Mes",92752.0,Gazcue,3.0,3.0,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,300.0,8.0,2.0,0,2020.0,Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Walk In Closet,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/8955917.jpg,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1299788/,"US$ 1,400/Mes",76384.0,Piantini,1.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,76.0,7.0,2.0,0,nan,Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,13.0,https://img.supercasas.com/AdsPhotos/800x600/0/9007480.jpg,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1
supercasas,https://www.supercasas.com/villas-alquiler-metro-country-club/1298918/,"US$ 2,600/Mes",141856.0,Metro Country Club,3.0,3.5,"Metro Country Club, Juan Dolio, San Pedro De Macoris",Juan Dolio,San Pedro De Macoris,Segundo Uso,Residencial,420.0,0.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Balc�n-Cisterna-Cuarto de Servicio-Family Room-Gazebo-Patio-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza,14.0,https://img.supercasas.com/AdsPhotos/800x600/0/8998221.jpg,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1298901/,"US$ 2,350/Mes",128216.0,Gazcue,3.0,2.5,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,189.0,15.0,3.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Gazebo-Gimnasio-Inversor-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,18.0,https://img.supercasas.com/AdsPhotos/800x600/0/8998066.jpg,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1303412/,US$ 850/Mes,46376.0,Gazcue,1.0,1.5,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,70.0,6.0,2.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Cisterna-Control de Acceso-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza-Walk In Closet,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/9044771.jpg,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-zona-universitaria/1303067/,US$ 800/Mes,43648.0,Zona Universitaria,1.0,1.5,"Zona Universitaria, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,67.0,3.0,1.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,10.0,https://img.supercasas.com/AdsPhotos/800x600/0/9041090.jpg,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1299630/,"US$ 2,700/Mes",147311.99999999997,La Esperilla,3.0,3.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,160.0,10.0,2.0,0,2018.0,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,18.0,https://img.supercasas.com/AdsPhotos/800x600/0/9005808.jpg,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1299989/,"US$ 1,150/Mes",62744.0,Naco,1.0,1.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,78.0,3.0,2.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Lobby-Planta El�ctrica-Pozo-Terraza-Walk In Closet,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/9009592.jpg,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1300959/,"US$ 2,150/Mes",117304.0,Evaristo Morales,2.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,N/D,Residencial,157.0,7.0,0.0,0,nan,Balc�n-Gimnasio-Seguridad 24 Horas,3.0,https://img.supercasas.com/AdsPhotos/800x600/0/9019519.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1290224/,"US$ 1,300/Mes",70928.0,Evaristo Morales,2.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,145.0,0.0,2.0,0,2022.0,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estudio-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,21.0,https://img.supercasas.com/AdsPhotos/800x600/0/8906343.jpg,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1295844/,US$ 800/Mes,43648.0,Naco,1.0,1.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,75.0,0.0,3.0,0,2022.0,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,22.0,https://img.supercasas.com/AdsPhotos/800x600/0/8965798.jpg,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1303685/,"US$ 1,200/Mes",65472.0,Piantini,2.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,N/D,Residencial,110.0,8.0,0.0,0,nan,Ascensor-Seguridad 24 Horas,2.0,https://img.supercasas.com/AdsPhotos/800x600/0/9047762.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-malecon/1231682/,"US$ 1,700/Mes",92752.0,Malecon,3.0,3.5,"Malecon, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,350.0,15.0,3.0,0,nan,1/2 Ba�o-Agua Potable-Area Servicio Independiente-Ascensor-Control de Acceso-Gimnasio-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,13.0,https://img.supercasas.com/AdsPhotos/800x600/0/8293765.jpg,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-bella-vista/1298741/,"US$ 2,000/Mes",109120.0,Bella Vista,3.0,2.5,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,165.0,0.0,3.0,0,2022.0,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Family Room-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,23.0,https://img.supercasas.com/AdsPhotos/800x600/0/8996437.jpg,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1302908/,"US$ 1,050/Mes",57288.0,La Esperilla,1.0,2.0,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,72.0,6.0,0.0,0,2022.0,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Control de Acceso-Gimnasio-Jacuzzi-Lobby-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/9039474.jpg,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-cacicazgos/1297939/,"US$ 1,300/Mes",70928.0,Los Cacicazgos,1.0,1.5,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,85.0,0.0,4.0,0,2020.0,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Family Room-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,22.0,https://img.supercasas.com/AdsPhotos/800x600/0/8989027.jpg,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-serralles/1273478/,"US$ 2,300/Mes",125488.0,Serralles,3.0,2.5,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,180.0,0.0,1.0,1,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,18.0,https://img.supercasas.com/AdsPhotos/800x600/0/8727867.jpg,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1290490/,"US$ 1,650/Mes",90024.0,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,140.0,10.0,4.0,0,2022.0,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,22.0,https://img.supercasas.com/AdsPhotos/800x600/0/8909024.jpg,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1304878/,"US$ 2,500/Mes",136400.0,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,105.0,0.0,0.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Gimnasio-Jacuzzi-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas,9.0,https://img.supercasas.com/AdsPhotos/800x600/0/9060980.jpg,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1300360/,"US$ 1,150/Mes",62744.0,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,63.0,13.0,2.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Control de Acceso-Gimnasio-Planta El�ctrica-Seguridad 24 Horas-Terraza,8.0,https://img.supercasas.com/AdsPhotos/800x600/0/9013576.jpg,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista/1301143/,"US$ 1,250/Mes",68200.0,Bella Vista,3.0,2.5,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,180.0,0.0,1.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Control de Acceso-Cuarto de Servicio-Lobby-Seguridad 24 Horas-Walk In Closet,8.0,https://img.supercasas.com/AdsPhotos/800x600/0/9021329.jpg,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-av--george-washington/1300976/,US$ 950/Mes,51831.99999999999,Av. George Washington,3.0,3.5,"Av. George Washington, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,145.0,9.0,1.0,0,nan,Ascensor-Planta El�ctrica-Seguridad 24 Horas,3.0,https://img.supercasas.com/AdsPhotos/800x600/0/9019747.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1271625/,"US$ 2,200/Mes",120032.0,Piantini,3.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,192.0,0.0,1.0,0,nan,1/2 Ba�o-Ascensor-Gimnasio-Piscina-Planta El�ctrica,5.0,https://img.supercasas.com/AdsPhotos/800x600/0/8708592.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-renacimiento/1298692/,"US$ 1,300/Mes",70928.0,Renacimiento,3.0,3.5,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,175.0,2.0,0.0,0,nan,Balc�n-Cisterna-Cuarto de Servicio-Inversor-Pozo,5.0,https://img.supercasas.com/AdsPhotos/800x600/0/8995932.jpg,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1298173/,"US$ 1,150/Mes",62744.0,Piantini,3.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,172.0,2.0,0.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Pozo,6.0,https://img.supercasas.com/AdsPhotos/800x600/0/8990348.jpg,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-norte/1303708/,"US$ 2,600/Mes",141856.0,Mirador Norte,4.0,3.5,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,500.0,4.0,0.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Seguridad 24 Horas-Walk In Closet,5.0,https://img.supercasas.com/AdsPhotos/800x600/0/9048046.jpg,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-julieta-morales/1299199/,"US$ 1,000/Mes",54560.0,Julieta Morales,2.0,2.5,"Julieta Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,93.0,6.0,0.0,0,nan,1/2 Ba�o-Ascensor-Planta El�ctrica-Pozo,4.0,https://img.supercasas.com/AdsPhotos/800x600/0/9001239.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1278083/,"US$ 2,300/Mes",125488.0,Naco,3.0,3.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,200.0,0.0,0.0,0,nan,Ascensor-Balc�n-Cuarto de Servicio-Estudio-Gimnasio-Piscina-Planta El�ctrica-Terraza,8.0,https://img.supercasas.com/AdsPhotos/800x600/0/8776749.jpg,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1301126/,"US$ 1,700/Mes",92752.0,La Esperilla,3.0,3.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,225.0,0.0,0.0,0,nan,Ascensor-Planta El�ctrica-Seguridad 24 Horas-Terraza,4.0,https://img.supercasas.com/AdsPhotos/800x600/0/9021157.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
